id,louvain_label
ENSG00000183648,0
ENSG00000165934,0
ENSG00000140090,2
ENSG00000100599,4
ENSG00000100600,1
ENSG00000066455,0
ENSG00000100604,1
ENSG00000100605,1
ENSG00000258730,2
ENSG00000165943,0
ENSG00000153485,0
ENSG00000170270,0
ENSG00000012963,0
ENSG00000011114,3
ENSG00000133958,2
ENSG00000252720,2
ENSG00000175785,3
ENSG00000258584,4
ENSG00000140067,4
ENSG00000100628,1
ENSG00000089723,1
ENSG00000089737,0
ENSG00000165948,1
ENSG00000165949,4
ENSG00000119632,3
ENSG00000119698,0
ENSG00000140093,2
ENSG00000197249,4
ENSG00000100697,3
ENSG00000235706,3
ENSG00000165959,3
ENSG00000229645,3
ENSG00000176438,3
ENSG00000247092,2
ENSG00000252481,0
ENSG00000182512,0
ENSG00000250366,0
ENSG00000227051,1
ENSG00000168398,3
ENSG00000066739,0
ENSG00000100744,0
ENSG00000140057,0
ENSG00000090060,0
ENSG00000258702,2
ENSG00000100749,0
ENSG00000246223,4
ENSG00000232573,4
ENSG00000127152,1
ENSG00000183576,0
ENSG00000090061,2
ENSG00000205476,1
ENSG00000247970,1
ENSG00000182218,1
ENSG00000036530,1
ENSG00000258672,2
ENSG00000066629,3
ENSG00000196405,1
ENSG00000242888,2
ENSG00000168350,1
ENSG00000100811,0
ENSG00000258904,2
ENSG00000197119,1
ENSG00000140105,1
ENSG00000176473,1
ENSG00000183092,1
ENSG00000214548,2
ENSG00000211574,2
ENSG00000254656,1
ENSG00000269375,2
ENSG00000258399,2
ENSG00000251769,2
ENSG00000252873,2
ENSG00000202191,2
ENSG00000251949,2
ENSG00000212384,2
ENSG00000201700,2
ENSG00000201672,1
ENSG00000225746,0
ENSG00000272474,1
ENSG00000200215,1
ENSG00000200367,1
ENSG00000201950,1
ENSG00000199575,1
ENSG00000200823,0
ENSG00000201839,1
ENSG00000201263,2
ENSG00000232018,2
ENSG00000199390,2
ENSG00000201240,1
ENSG00000200279,2
ENSG00000271417,2
ENSG00000200608,2
ENSG00000202270,1
ENSG00000201247,2
ENSG00000199593,1
ENSG00000201557,2
ENSG00000201569,1
ENSG00000199942,2
ENSG00000201036,2
ENSG00000201710,2
ENSG00000202048,0
ENSG00000272344,0
ENSG00000200406,1
ENSG00000200612,1
ENSG00000200413,1
ENSG00000200480,1
ENSG00000201689,2
ENSG00000201318,2
ENSG00000200089,2
ENSG00000222095,2
ENSG00000222185,1
ENSG00000258861,1
ENSG00000223403,1
ENSG00000078304,0
ENSG00000271780,1
ENSG00000197102,1
ENSG00000258959,2
ENSG00000080824,0
ENSG00000140153,3
ENSG00000080823,2
ENSG00000022976,1
ENSG00000100865,1
ENSG00000196663,3
ENSG00000156381,1
ENSG00000089902,4
ENSG00000131323,1
ENSG00000198752,1
ENSG00000185215,1
ENSG00000259775,0
ENSG00000100664,0
ENSG00000075413,4
ENSG00000166165,1
ENSG00000260285,1
ENSG00000166166,1
ENSG00000166170,0
ENSG00000126214,0
ENSG00000256053,0
ENSG00000246451,2
ENSG00000270108,3
ENSG00000269958,3
ENSG00000126215,3
ENSG00000100711,4
ENSG00000088808,1
ENSG00000156411,0
ENSG00000156414,4
ENSG00000066735,1
ENSG00000258986,1
ENSG00000184601,2
ENSG00000256050,3
ENSG00000203485,1
ENSG00000185100,3
ENSG00000184990,1
ENSG00000142208,1
ENSG00000099814,1
ENSG00000166428,4
ENSG00000185567,1
ENSG00000140104,1
ENSG00000170779,1
ENSG00000257556,1
ENSG00000184916,1
ENSG00000183828,1
ENSG00000185024,1
ENSG00000184887,1
ENSG00000179364,3
ENSG00000242085,3
ENSG00000226174,3
ENSG00000251602,1
ENSG00000182979,1
ENSG00000182809,1
ENSG00000213145,1
ENSG00000185347,1
ENSG00000184986,1
ENSG00000258780,0
ENSG00000180229,5
ENSG00000258590,0
ENSG00000260409,2
ENSG00000237161,2
ENSG00000247765,2
ENSG00000153575,0
ENSG00000068793,4
ENSG00000140157,0
ENSG00000170113,3
ENSG00000259344,0
ENSG00000259425,1
ENSG00000187667,0
ENSG00000153666,0
ENSG00000140181,4
ENSG00000179455,3
ENSG00000182636,0
ENSG00000260551,2
ENSG00000260760,6
ENSG00000259905,2
ENSG00000185823,2
ENSG00000128739,0
ENSG00000241061,2
ENSG00000273173,2
ENSG00000224078,2
ENSG00000270704,1
ENSG00000239014,0
ENSG00000271347,0
ENSG00000257647,0
ENSG00000257151,0
ENSG00000270246,2
ENSG00000207063,1
ENSG00000207001,1
ENSG00000207442,1
ENSG00000207133,2
ENSG00000207093,1
ENSG00000206727,2
ENSG00000207197,1
ENSG00000207137,1
ENSG00000206621,1
ENSG00000207174,1
ENSG00000207263,1
ENSG00000206656,2
ENSG00000206688,2
ENSG00000207460,4
ENSG00000261069,1
ENSG00000207375,1
ENSG00000207279,1
ENSG00000252326,1
ENSG00000251815,1
ENSG00000251896,1
ENSG00000207245,1
ENSG00000252277,2
ENSG00000270523,2
ENSG00000212428,2
ENSG00000270814,2
ENSG00000200680,1
ENSG00000200812,1
ENSG00000200726,1
ENSG00000199960,1
ENSG00000201969,1
ENSG00000199833,1
ENSG00000201326,1
ENSG00000199489,2
ENSG00000199704,0
ENSG00000200638,1
ENSG00000272460,1
ENSG00000212380,2
ENSG00000114062,0
ENSG00000261529,2
ENSG00000235731,2
ENSG00000206190,1
ENSG00000166206,0
ENSG00000235518,2
ENSG00000186297,0
ENSG00000182256,1
ENSG00000228740,2
ENSG00000261426,2
ENSG00000259168,0
ENSG00000104044,1
ENSG00000128731,1
ENSG00000206149,1
ENSG00000254398,2
ENSG00000188626,4
ENSG00000248334,0
ENSG00000261377,1
ENSG00000261649,2
ENSG00000270301,1
ENSG00000034053,1
ENSG00000259277,2
ENSG00000104059,1
ENSG00000259299,2
ENSG00000185115,0
ENSG00000259690,2
ENSG00000256802,1
ENSG00000104067,3
ENSG00000259644,2
ENSG00000234664,4
ENSG00000259523,2
ENSG00000166664,8
ENSG00000186399,1
ENSG00000215302,3
ENSG00000270055,2
ENSG00000261794,2
ENSG00000187951,3
ENSG00000259845,2
ENSG00000198690,3
ENSG00000270015,3
ENSG00000166912,3
ENSG00000259448,3
ENSG00000169926,3
ENSG00000169918,1
ENSG00000259358,2
ENSG00000175344,1
ENSG00000223509,0
ENSG00000261064,3
ENSG00000232653,3
ENSG00000262728,3
ENSG00000198826,3
ENSG00000166922,0
ENSG00000241818,2
ENSG00000166923,3
ENSG00000248905,0
ENSG00000259392,2
ENSG00000198838,4
ENSG00000169857,3
ENSG00000184984,3
ENSG00000134153,0
ENSG00000182405,0
ENSG00000134152,2
ENSG00000128463,0
ENSG00000140199,0
ENSG00000182117,0
ENSG00000176454,1
ENSG00000175265,2
ENSG00000259917,4
ENSG00000215252,2
ENSG00000159248,0
ENSG00000250007,0
ENSG00000159251,0
ENSG00000021776,0
ENSG00000198146,0
ENSG00000259336,2
ENSG00000259516,2
ENSG00000134146,4
ENSG00000248079,2
ENSG00000186073,2
ENSG00000134138,4
ENSG00000259225,3
ENSG00000236914,3
ENSG00000166068,0
ENSG00000171262,0
ENSG00000172575,0
ENSG00000259326,2
ENSG00000259345,2
ENSG00000175746,2
ENSG00000137801,4
ENSG00000150667,0
ENSG00000261136,2
ENSG00000166073,0
ENSG00000128829,0
ENSG00000140319,0
ENSG00000248508,3
ENSG00000104081,4
ENSG00000156970,2
ENSG00000137843,1
ENSG00000137841,4
ENSG00000259330,0
ENSG00000188549,3
ENSG00000140323,1
ENSG00000259714,1
ENSG00000261374,1
ENSG00000128944,0
ENSG00000128928,1
ENSG00000140320,1
ENSG00000169105,3
ENSG00000128891,1
ENSG00000166133,1
ENSG00000245849,3
ENSG00000137824,1
ENSG00000137880,1
ENSG00000104129,1
ENSG00000188277,2
ENSG00000166140,1
ENSG00000104140,1
ENSG00000104142,1
ENSG00000128917,4
ENSG00000128965,1
ENSG00000128908,3
ENSG00000187446,0
ENSG00000247556,0
ENSG00000137804,4
ENSG00000137806,0
ENSG00000137815,0
ENSG00000137825,1
ENSG00000062524,1
ENSG00000103932,1
ENSG00000092445,1
ENSG00000174197,3
ENSG00000260814,2
ENSG00000137802,1
ENSG00000243789,2
ENSG00000168970,1
ENSG00000243708,2
ENSG00000137877,1
ENSG00000103966,4
ENSG00000166887,1
ENSG00000103978,3
ENSG00000214013,3
ENSG00000092529,3
ENSG00000258461,3
ENSG00000103994,0
ENSG00000092531,4
ENSG00000180979,0
ENSG00000137814,0
ENSG00000159433,3
ENSG00000140326,1
ENSG00000128881,0
ENSG00000260799,2
ENSG00000159459,0
ENSG00000166947,0
ENSG00000137842,0
ENSG00000166946,0
ENSG00000168806,0
ENSG00000168803,0
ENSG00000140265,3
ENSG00000137822,0
ENSG00000067369,0
ENSG00000166963,1
ENSG00000168781,1
ENSG00000237289,1
ENSG00000242866,2
ENSG00000166762,2
ENSG00000206991,2
ENSG00000249839,1
ENSG00000223572,1
ENSG00000166763,1
ENSG00000205771,4
ENSG00000167004,0
ENSG00000140264,3
ENSG00000184716,2
ENSG00000242028,2
ENSG00000140259,0
ENSG00000092470,0
ENSG00000171877,3
ENSG00000185607,3
ENSG00000224055,3
ENSG00000166734,0
ENSG00000250130,2
ENSG00000259499,2
ENSG00000259595,2
ENSG00000137770,0
ENSG00000179523,0
ENSG00000104131,0
ENSG00000259659,2
ENSG00000104133,3
ENSG00000166710,4
ENSG00000185880,0
ENSG00000140263,0
ENSG00000137857,2
ENSG00000138606,1
ENSG00000259520,8
ENSG00000137860,8
ENSG00000171766,3
ENSG00000171763,0
ENSG00000104154,0
ENSG00000179362,3
ENSG00000104164,0
ENSG00000137767,4
ENSG00000137872,0
ENSG00000213862,2
ENSG00000188467,0
ENSG00000104177,0
ENSG00000259235,2
ENSG00000233932,0
ENSG00000074803,2
ENSG00000128951,0
ENSG00000166147,3
ENSG00000103995,2
ENSG00000185634,3
ENSG00000255302,0
ENSG00000138593,3
ENSG00000166200,0
ENSG00000156958,3
ENSG00000166262,3
ENSG00000104047,2
ENSG00000261597,2
ENSG00000104043,4
ENSG00000140284,0
ENSG00000104064,0
ENSG00000244879,3
ENSG00000259715,2
ENSG00000138592,0
ENSG00000259298,2
ENSG00000092439,0
ENSG00000259684,0
ENSG00000138600,4
ENSG00000081014,0
ENSG00000259378,2
ENSG00000183578,0
ENSG00000186417,3
ENSG00000104093,0
ENSG00000259668,2
ENSG00000104112,0
ENSG00000259241,2
ENSG00000259296,2
ENSG00000140280,0
ENSG00000128872,0
ENSG00000259377,2
ENSG00000138594,4
ENSG00000259556,2
ENSG00000166477,0
ENSG00000069956,0
ENSG00000259327,2
ENSG00000069966,0
ENSG00000259709,2
ENSG00000259577,0
ENSG00000128833,2
ENSG00000197535,0
ENSG00000231169,2
ENSG00000128989,0
ENSG00000260618,2
ENSG00000047346,4
ENSG00000259935,2
ENSG00000137766,0
ENSG00000259619,2
ENSG00000137876,0
ENSG00000069974,4
ENSG00000225973,0
ENSG00000069943,0
ENSG00000260916,2
ENSG00000207964,0
ENSG00000261652,0
ENSG00000256061,4
ENSG00000171016,4
ENSG00000166450,4
ENSG00000069869,4
ENSG00000230183,2
ENSG00000181827,2
ENSG00000261072,2
ENSG00000151575,4
ENSG00000138587,4
ENSG00000137871,3
ENSG00000140262,3
ENSG00000128849,4
ENSG00000255529,0
ENSG00000128918,0
ENSG00000103569,0
ENSG00000166035,4
ENSG00000259250,3
ENSG00000137845,3
ENSG00000270986,2
ENSG00000245975,3
ENSG00000128923,4
ENSG00000137776,3
ENSG00000157450,0
ENSG00000157483,3
ENSG00000157470,0
ENSG00000140307,0
ENSG00000140299,4
ENSG00000259657,4
ENSG00000234797,0
ENSG00000182718,4
ENSG00000128915,3
ENSG00000245534,2
ENSG00000069667,4
ENSG00000259591,2
ENSG00000259481,2
ENSG00000259575,2
ENSG00000129003,0
ENSG00000171914,1
ENSG00000259370,2
ENSG00000140416,4
ENSG00000259498,4
ENSG00000103642,0
ENSG00000185088,4
ENSG00000166128,0
ENSG00000138613,3
ENSG00000074410,4
ENSG00000140455,4
ENSG00000259248,4
ENSG00000197361,4
ENSG00000103657,0
ENSG00000035664,3
ENSG00000166797,3
ENSG00000028528,3
ENSG00000157734,3
ENSG00000166794,4
ENSG00000169118,2
ENSG00000103671,4
ENSG00000180357,3
ENSG00000248415,2
ENSG00000180304,0
ENSG00000166831,1
ENSG00000140451,1
ENSG00000241839,4
ENSG00000166839,2
ENSG00000090487,0
ENSG00000103707,0
ENSG00000186198,3
ENSG00000103710,3
ENSG00000246922,2
ENSG00000259258,2
ENSG00000090470,2
ENSG00000166855,0
ENSG00000138617,2
ENSG00000174498,1
ENSG00000103742,4
ENSG00000074603,0
ENSG00000074696,0
ENSG00000138614,0
ENSG00000074621,4
ENSG00000174485,0
ENSG00000103769,0
ENSG00000261544,2
ENSG00000259924,4
ENSG00000157890,2
ENSG00000166938,0
ENSG00000075131,0
ENSG00000169032,0
ENSG00000261351,0
ENSG00000174446,0
ENSG00000174444,1
ENSG00000174442,0
ENSG00000137834,4
ENSG00000166949,1
ENSG00000259202,2
ENSG00000103591,0
ENSG00000103599,2
ENSG00000259673,4
ENSG00000189227,0
ENSG00000137764,0
ENSG00000259512,2
ENSG00000188779,1
ENSG00000033800,0
ENSG00000129007,0
ENSG00000128973,1
ENSG00000169018,0
ENSG00000261425,2
ENSG00000137809,1
ENSG00000103647,1
ENSG00000140350,3
ENSG00000258484,5
ENSG00000255346,1
ENSG00000138604,0
ENSG00000137819,4
ENSG00000137807,4
ENSG00000137818,3
ENSG00000245750,4
ENSG00000140332,1
ENSG00000137831,3
ENSG00000166173,3
ENSG00000137821,0
ENSG00000129028,0
ENSG00000187720,4
ENSG00000259964,2
ENSG00000259781,0
ENSG00000066933,0
ENSG00000261632,2
ENSG00000166192,0
ENSG00000175318,4
ENSG00000067225,1
ENSG00000137817,1
ENSG00000261460,1
ENSG00000260729,2
ENSG00000213614,2
ENSG00000261423,2
ENSG00000166233,0
ENSG00000260534,0
ENSG00000140463,0
ENSG00000159322,0
ENSG00000260898,4
ENSG00000067141,3
ENSG00000259440,2
ENSG00000259528,3
ENSG00000138622,1
ENSG00000156642,0
ENSG00000103855,1
ENSG00000205363,1
ENSG00000067221,1
ENSG00000140464,1
ENSG00000167178,1
ENSG00000248540,3
ENSG00000129009,1
ENSG00000138623,1
ENSG00000138629,1
ENSG00000179361,1
ENSG00000179335,1
ENSG00000179151,1
ENSG00000103653,1
ENSG00000140474,1
ENSG00000140497,3
ENSG00000178802,1
ENSG00000178761,0
ENSG00000178741,0
ENSG00000178718,0
ENSG00000198794,1
ENSG00000138621,3
ENSG00000167173,1
ENSG00000140365,1
ENSG00000140398,1
ENSG00000140400,1
ENSG00000169375,4
ENSG00000169410,4
ENSG00000260269,2
ENSG00000169371,0
ENSG00000177971,0
ENSG00000173548,4
ENSG00000173546,4
ENSG00000246877,2
ENSG00000140367,0
ENSG00000167196,0
ENSG00000169752,2
ENSG00000169758,1
ENSG00000259422,2
ENSG00000140374,0
ENSG00000259581,2
ENSG00000140386,0
ENSG00000117906,0
ENSG00000140368,1
ENSG00000260787,2
ENSG00000140391,0
ENSG00000269951,2
ENSG00000173517,2
ENSG00000140382,0
ENSG00000169783,1
ENSG00000259666,2
ENSG00000259281,2
ENSG00000167202,4
ENSG00000136425,1
ENSG00000166411,0
ENSG00000103740,4
ENSG00000140403,4
ENSG00000140395,0
ENSG00000259562,2
ENSG00000259322,2
ENSG00000166426,4
ENSG00000136381,0
ENSG00000188266,4
ENSG00000041357,0
ENSG00000136378,3
ENSG00000185787,0
ENSG00000252061,0
ENSG00000103811,4
ENSG00000058335,1
ENSG00000177699,2
ENSG00000259234,2
ENSG00000259419,2
ENSG00000235711,0
ENSG00000166557,0
ENSG00000169330,0
ENSG00000136371,4
ENSG00000180953,2
ENSG00000086666,4
ENSG00000103876,4
ENSG00000259417,4
ENSG00000259495,3
ENSG00000172379,1
ENSG00000258010,2
ENSG00000259175,2
ENSG00000270919,2
ENSG00000136379,2
ENSG00000103888,4
ENSG00000259649,2
ENSG00000117899,3
ENSG00000140406,1
ENSG00000156206,1
ENSG00000172349,2
ENSG00000172345,2
ENSG00000188869,2
ENSG00000183496,1
ENSG00000140598,0
ENSG00000188659,2
ENSG00000261086,2
ENSG00000214575,3
ENSG00000259462,3
ENSG00000103723,1
ENSG00000259442,3
ENSG00000252690,2
ENSG00000186628,2
ENSG00000156232,0
ENSG00000103942,0
ENSG00000169612,0
ENSG00000169609,4
ENSG00000260608,2
ENSG00000064726,0
ENSG00000136404,0
ENSG00000260579,2
ENSG00000166503,0
ENSG00000259986,2
ENSG00000140600,3
ENSG00000156218,3
ENSG00000259404,2
ENSG00000259511,2
ENSG00000259726,1
ENSG00000225151,1
ENSG00000259683,2
ENSG00000259570,2
ENSG00000235370,2
ENSG00000230373,2
ENSG00000189136,2
ENSG00000176371,3
ENSG00000176700,2
ENSG00000254414,1
ENSG00000177082,2
ENSG00000197696,3
ENSG00000140612,3
ENSG00000166716,1
ENSG00000136383,1
ENSG00000073417,3
ENSG00000259295,2
ENSG00000229212,1
ENSG00000170776,4
ENSG00000259367,2
ENSG00000259416,1
ENSG00000183655,1
ENSG00000166748,2
ENSG00000140538,2
ENSG00000259183,2
ENSG00000260305,2
ENSG00000259494,0
ENSG00000181991,1
ENSG00000271997,2
ENSG00000140543,1
ENSG00000249487,2
ENSG00000181026,4
ENSG00000172183,1
ENSG00000157766,4
ENSG00000140511,4
ENSG00000140545,1
ENSG00000140526,4
ENSG00000259699,2
ENSG00000140522,4
ENSG00000140525,4
ENSG00000140521,1
ENSG00000255571,1
ENSG00000140519,1
ENSG00000140534,4
ENSG00000166813,1
ENSG00000166819,4
ENSG00000166821,4
ENSG00000140527,2
ENSG00000166823,1
ENSG00000166825,4
ENSG00000157823,1
ENSG00000242498,3
ENSG00000140548,1
ENSG00000259291,4
ENSG00000182054,1
ENSG00000185033,4
ENSG00000225193,2
ENSG00000185043,4
ENSG00000183208,1
ENSG00000182768,0
ENSG00000228998,0
ENSG00000271396,2
ENSG00000214433,1
ENSG00000238244,2
ENSG00000196391,2
ENSG00000140575,3
ENSG00000140577,3
ENSG00000259212,2
ENSG00000259314,2
ENSG00000197299,0
ENSG00000140564,1
ENSG00000182511,4
ENSG00000196547,3
ENSG00000140553,1
ENSG00000184508,1
ENSG00000166965,1
ENSG00000198901,0
ENSG00000258725,2
ENSG00000184056,0
ENSG00000185518,0
ENSG00000176463,3
ENSG00000260661,3
ENSG00000185442,1
ENSG00000258741,1
ENSG00000272888,4
ENSG00000173575,4
ENSG00000182175,3
ENSG00000257060,4
ENSG00000258754,2
ENSG00000140563,3
ENSG00000260359,3
ENSG00000248441,0
ENSG00000247809,4
ENSG00000185551,4
ENSG00000251209,2
ENSG00000140450,3
ENSG00000140443,2
ENSG00000182253,4
ENSG00000103852,4
ENSG00000261616,2
ENSG00000168904,2
ENSG00000259706,2
ENSG00000259228,2
ENSG00000259257,2
ENSG00000068305,0
ENSG00000183060,1
ENSG00000140470,1
ENSG00000189419,2
ENSG00000270127,2
ENSG00000259205,2
ENSG00000140471,0
ENSG00000183475,0
ENSG00000259381,2
ENSG00000184254,0
ENSG00000259583,1
ENSG00000154237,1
ENSG00000131873,4
ENSG00000131871,3
ENSG00000131876,2
ENSG00000259172,3
ENSG00000140479,3
ENSG00000184277,0
ENSG00000185418,3
ENSG00000259660,3
ENSG00000185596,1
ENSG00000234769,1
ENSG00000161980,0
ENSG00000161981,1
ENSG00000007384,4
ENSG00000103152,1
ENSG00000103148,1
ENSG00000228779,2
ENSG00000188536,4
ENSG00000007392,2
ENSG00000167930,1
ENSG00000076344,1
ENSG00000242173,1
ENSG00000185615,1
ENSG00000103126,1
ENSG00000086504,1
ENSG00000129925,1
ENSG00000236829,1
ENSG00000103202,1
ENSG00000242612,1
ENSG00000090565,1
ENSG00000256323,2
ENSG00000103326,1
ENSG00000007541,1
ENSG00000197562,1
ENSG00000196674,2
ENSG00000127578,1
ENSG00000130731,1
ENSG00000172366,1
ENSG00000161996,1
ENSG00000140983,1
ENSG00000103269,1
ENSG00000103266,0
ENSG00000161999,1
ENSG00000127580,1
ENSG00000127585,1
ENSG00000259840,1
ENSG00000103260,3
ENSG00000103254,1
ENSG00000162004,1
ENSG00000103253,1
ENSG00000103245,1
ENSG00000007376,1
ENSG00000127586,1
ENSG00000127588,1
ENSG00000103227,1
ENSG00000260022,2
ENSG00000260316,1
ENSG00000260439,2
ENSG00000260807,1
ENSG00000005513,3
ENSG00000196557,1
ENSG00000103275,1
ENSG00000261505,1
ENSG00000007516,1
ENSG00000007520,1
ENSG00000090581,1
ENSG00000059145,1
ENSG00000174109,0
ENSG00000197599,1
ENSG00000103249,1
ENSG00000260051,1
ENSG00000100726,1
ENSG00000187535,1
ENSG00000131634,4
ENSG00000007545,1
ENSG00000206053,3
ENSG00000138834,1
ENSG00000261399,2
ENSG00000261207,1
ENSG00000103024,1
ENSG00000074071,1
ENSG00000197774,1
ENSG00000095906,1
ENSG00000063854,1
ENSG00000180185,0
ENSG00000162039,2
ENSG00000198736,4
ENSG00000140990,0
ENSG00000140988,1
ENSG00000183751,1
ENSG00000127554,1
ENSG00000127561,1
ENSG00000167962,1
ENSG00000065054,1
ENSG00000065057,1
ENSG00000103197,1
ENSG00000008710,1
ENSG00000259933,2
ENSG00000261123,2
ENSG00000167964,1
ENSG00000260260,4
ENSG00000131653,1
ENSG00000167971,1
ENSG00000167965,1
ENSG00000182685,1
ENSG00000184207,1
ENSG00000167967,1
ENSG00000167968,1
ENSG00000167969,1
ENSG00000205937,1
ENSG00000260778,1
ENSG00000167972,1
ENSG00000238098,2
ENSG00000162063,1
ENSG00000162062,1
ENSG00000259895,1
ENSG00000162068,1
ENSG00000162065,1
ENSG00000260293,2
ENSG00000185883,1
ENSG00000162066,1
ENSG00000140992,1
ENSG00000215154,1
ENSG00000205918,1
ENSG00000260565,2
ENSG00000167977,3
ENSG00000205913,3
ENSG00000167978,1
ENSG00000103363,1
ENSG00000162076,1
ENSG00000059122,1
ENSG00000131650,1
ENSG00000127564,1
ENSG00000162073,3
ENSG00000272079,1
ENSG00000103145,1
ENSG00000131652,1
ENSG00000008516,1
ENSG00000261971,1
ENSG00000122386,1
ENSG00000263072,1
ENSG00000085644,1
ENSG00000010539,0
ENSG00000006194,0
ENSG00000140993,0
ENSG00000162086,0
ENSG00000262118,2
ENSG00000263177,2
ENSG00000140987,3
ENSG00000103343,0
ENSG00000167981,0
ENSG00000122390,1
ENSG00000103351,0
ENSG00000167984,2
ENSG00000188827,1
ENSG00000213918,2
ENSG00000126602,1
ENSG00000005339,1
ENSG00000162104,1
ENSG00000090447,1
ENSG00000126603,1
ENSG00000217930,1
ENSG00000262246,3
ENSG00000168140,4
ENSG00000103423,1
ENSG00000153406,1
ENSG00000103415,1
ENSG00000089486,1
ENSG00000205832,3
ENSG00000153443,1
ENSG00000102858,1
ENSG00000261442,2
ENSG00000168101,1
ENSG00000168096,1
ENSG00000166246,2
ENSG00000103199,1
ENSG00000067836,1
ENSG00000140632,1
ENSG00000118900,1
ENSG00000118898,1
ENSG00000103184,3
ENSG00000267072,1
ENSG00000103174,1
ENSG00000033011,1
ENSG00000153446,4
ENSG00000118894,1
ENSG00000260411,2
ENSG00000260338,2
ENSG00000078328,0
ENSG00000257180,2
ENSG00000260835,2
ENSG00000259963,2
ENSG00000252080,2
ENSG00000200869,2
ENSG00000240419,2
ENSG00000261198,2
ENSG00000067365,1
ENSG00000183044,1
ENSG00000184857,1
ENSG00000140650,2
ENSG00000260350,1
ENSG00000260276,2
ENSG00000153048,3
ENSG00000187555,0
ENSG00000182831,0
ENSG00000262944,0
ENSG00000260349,0
ENSG00000263244,0
ENSG00000261617,3
ENSG00000260432,0
ENSG00000183454,0
ENSG00000261810,2
ENSG00000261647,2
ENSG00000166669,0
ENSG00000213853,4
ENSG00000103274,1
ENSG00000166676,2
ENSG00000179583,4
ENSG00000182108,1
ENSG00000263013,4
ENSG00000038532,1
ENSG00000229917,2
ENSG00000175643,0
ENSG00000188897,3
ENSG00000189067,3
ENSG00000184602,1
ENSG00000153066,4
ENSG00000122299,0
ENSG00000171490,0
ENSG00000103342,0
ENSG00000261560,2
ENSG00000260318,2
ENSG00000048471,3
ENSG00000103381,3
ENSG00000237515,1
ENSG00000262801,2
ENSG00000175595,0
ENSG00000262732,2
ENSG00000186260,2
ENSG00000262529,2
ENSG00000262470,2
ENSG00000262454,0
ENSG00000140694,0
ENSG00000103429,0
ENSG00000103512,0
ENSG00000183458,1
ENSG00000183426,1
ENSG00000179889,2
ENSG00000261819,2
ENSG00000260872,2
ENSG00000157045,0
ENSG00000085721,0
ENSG00000260735,2
ENSG00000188599,2
ENSG00000250251,1
ENSG00000270580,1
ENSG00000183793,2
ENSG00000156968,0
ENSG00000166780,0
ENSG00000166783,1
ENSG00000072864,3
ENSG00000133392,4
ENSG00000133393,0
ENSG00000103222,1
ENSG00000091262,1
ENSG00000103226,2
ENSG00000183889,1
ENSG00000227827,1
ENSG00000103489,1
ENSG00000205746,1
ENSG00000254681,1
ENSG00000185164,1
ENSG00000134419,0
ENSG00000170540,0
ENSG00000157106,2
ENSG00000170537,3
ENSG00000167186,0
ENSG00000205730,4
ENSG00000103528,1
ENSG00000006007,0
ENSG00000103540,3
ENSG00000103544,3
ENSG00000103550,3
ENSG00000174628,4
ENSG00000261195,3
ENSG00000167191,3
ENSG00000183549,3
ENSG00000066654,0
ENSG00000196678,3
ENSG00000005189,1
ENSG00000188215,0
ENSG00000102897,0
ENSG00000011638,1
ENSG00000103316,0
ENSG00000169246,2
ENSG00000180747,2
ENSG00000265462,2
ENSG00000197006,0
ENSG00000261596,2
ENSG00000140749,3
ENSG00000260306,2
ENSG00000248124,2
ENSG00000185864,2
ENSG00000185710,1
ENSG00000140740,0
ENSG00000155714,2
ENSG00000185716,0
ENSG00000260277,2
ENSG00000175267,2
ENSG00000103319,4
ENSG00000058600,1
ENSG00000140743,0
ENSG00000230872,2
ENSG00000257122,1
ENSG00000237296,2
ENSG00000243716,1
ENSG00000122254,1
ENSG00000103404,3
ENSG00000168434,1
ENSG00000103365,2
ENSG00000261528,2
ENSG00000103356,1
ENSG00000103353,0
ENSG00000004779,0
ENSG00000083093,0
ENSG00000166847,0
ENSG00000260482,0
ENSG00000259806,0
ENSG00000166851,2
ENSG00000166501,0
ENSG00000006116,1
ENSG00000122257,2
ENSG00000259888,2
ENSG00000224310,2
ENSG00000090905,2
ENSG00000261669,2
ENSG00000158865,3
ENSG00000140750,3
ENSG00000262587,1
ENSG00000262155,2
ENSG00000271105,2
ENSG00000263326,2
ENSG00000260448,3
ENSG00000262700,2
ENSG00000205629,0
ENSG00000260034,2
ENSG00000155592,3
ENSG00000182601,3
ENSG00000260255,2
ENSG00000230330,4
ENSG00000155666,1
ENSG00000169189,3
ENSG00000245888,2
ENSG00000077238,4
ENSG00000077235,1
ENSG00000047578,1
ENSG00000261329,3
ENSG00000169181,1
ENSG00000169180,3
ENSG00000246465,1
ENSG00000188322,1
ENSG00000205609,1
ENSG00000188603,1
ENSG00000176046,4
ENSG00000176476,1
ENSG00000197165,1
ENSG00000196502,1
ENSG00000184110,0
ENSG00000168488,1
ENSG00000178952,1
ENSG00000178188,1
ENSG00000196296,2
ENSG00000177548,1
ENSG00000176953,1
ENSG00000260853,1
ENSG00000169682,1
ENSG00000261067,2
ENSG00000103472,3
ENSG00000198106,2
ENSG00000254206,2
ENSG00000254634,2
ENSG00000169203,2
ENSG00000205534,2
ENSG00000260727,1
ENSG00000103485,1
ENSG00000079616,1
ENSG00000103495,1
ENSG00000167371,1
ENSG00000185928,1
ENSG00000261690,2
ENSG00000013364,3
