gene,RF_repeat1,RF_repeat2,RF_repeat3,XGB_repeat1,XGB_repeat2,XGB_repeat3,near_impact_cnt
ENSG00000176046,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000256061,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000036672,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000123454,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000134070,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000056558,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000171621,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000176244,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000119321,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000184584,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000244509,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000185551,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000083857,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000170370,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000173198,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000187049,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000181031,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000056972,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000105519,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000125826,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000198276,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000169919,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000152104,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000144191,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000130287,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000133121,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000100628,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000111325,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000187867,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000181652,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000106330,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000062582,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000204428,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000189339,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000113273,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000067182,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000243710,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000039139,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000156535,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000129353,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000204262,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000188517,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000165972,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000125144,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000150893,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000170681,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000226430,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000179889,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000258790,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000165617,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000056291,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000168778,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000124508,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000106686,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000186160,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000189350,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000143545,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000172578,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000172243,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000101213,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000141469,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000110975,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000261701,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000205571,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000165568,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000198734,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000120278,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000135094,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000010810,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000253731,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000156650,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000163576,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000179299,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000203666,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000163492,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000144115,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000125462,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000170624,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000138092,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000088836,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000139899,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000138821,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000153208,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000111254,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000140807,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000196839,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000243335,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000179314,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000082175,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000197165,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000152818,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000172987,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000162745,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000176435,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000187091,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000165695,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000141485,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000127507,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000139352,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000007062,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000103569,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000159251,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000150556,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000175928,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000107562,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000141401,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000183943,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000177675,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000130921,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000142599,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000120051,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000005471,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000113209,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000166960,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000132825,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000160321,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000139410,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000166292,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000110876,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000100055,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000005844,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000242574,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000153029,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000111404,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000004799,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000103485,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000121210,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000171606,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000075234,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000164087,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000146700,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000198246,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000165457,0.0,0.0,0.0,0.0,0.0,1.0,1.0
