id,cluster_id
ENSG00000069424,7
ENSG00000116254,5
ENSG00000116251,0
ENSG00000158286,0
ENSG00000116237,4
ENSG00000158292,0
ENSG00000097021,7
ENSG00000215788,0
ENSG00000171680,0
ENSG00000162408,0
ENSG00000229519,0
ENSG00000204859,0
ENSG00000162413,0
ENSG00000116273,0
ENSG00000041988,0
ENSG00000007923,0
ENSG00000171735,2
ENSG00000270171,0
ENSG00000049245,10
ENSG00000269925,0
ENSG00000049246,0
ENSG00000236266,0
ENSG00000116288,4
ENSG00000116285,0
ENSG00000162426,7
ENSG00000142599,0
ENSG00000232912,0
ENSG00000224315,0
ENSG00000226545,0
ENSG00000228423,0
ENSG00000074800,0
ENSG00000142583,11
ENSG00000049239,0
ENSG00000171621,3
ENSG00000171612,6
ENSG00000188807,5
ENSG00000171608,0
ENSG00000171603,7
ENSG00000178585,0
ENSG00000162441,9
ENSG00000173614,0
ENSG00000162444,3
ENSG00000130939,0
ENSG00000054523,0
ENSG00000199562,0
ENSG00000142657,0
ENSG00000175279,0
ENSG00000241563,0
ENSG00000160049,0
ENSG00000142655,0
ENSG00000130940,0
ENSG00000120948,0
ENSG00000009724,0
ENSG00000271895,0
ENSG00000116649,0
ENSG00000171824,0
ENSG00000198793,0
ENSG00000225602,0
ENSG00000171819,0
ENSG00000120942,0
ENSG00000204624,0
ENSG00000116661,4
ENSG00000132879,4
ENSG00000116663,0
ENSG00000116670,0
ENSG00000162490,0
ENSG00000177674,0
ENSG00000177000,0
ENSG00000011021,7
ENSG00000116685,0
ENSG00000083444,0
ENSG00000116688,4
ENSG00000116691,0
ENSG00000028137,11
ENSG00000048707,0
ENSG00000162496,0
ENSG00000162493,0
ENSG00000116731,0
ENSG00000231606,0
ENSG00000234593,0
ENSG00000189337,0
ENSG00000235829,0
ENSG00000171729,0
ENSG00000142621,0
ENSG00000142634,0
ENSG00000215704,0
ENSG00000132906,0
ENSG00000116138,2
ENSG00000116771,0
ENSG00000197312,0
ENSG00000116786,0
ENSG00000162461,0
ENSG00000162458,0
ENSG00000233954,0
ENSG00000179743,0
ENSG00000065526,0
ENSG00000116809,0
ENSG00000183888,0
ENSG00000185519,0
ENSG00000142627,0
ENSG00000204377,0
ENSG00000132881,0
ENSG00000037637,0
ENSG00000055070,0
ENSG00000157191,0
ENSG00000226029,0
ENSG00000080947,0
ENSG00000219481,0
ENSG00000215908,0
ENSG00000186301,0
ENSG00000236698,1
ENSG00000058453,0
ENSG00000186715,0
ENSG00000159363,7
ENSG00000117118,4
ENSG00000117115,10
ENSG00000179051,0
ENSG00000074964,0
ENSG00000117154,5
ENSG00000230035,0
ENSG00000009709,0
ENSG00000159423,6
ENSG00000169991,0
ENSG00000272084,0
ENSG00000127481,0
ENSG00000127463,4
ENSG00000053372,4
ENSG00000211454,0
ENSG00000162482,0
ENSG00000270728,0
ENSG00000053371,0
ENSG00000040487,0
ENSG00000077549,4
ENSG00000173436,4
ENSG00000226396,0
ENSG00000158747,0
ENSG00000158748,0
ENSG00000162542,0
ENSG00000169914,0
ENSG00000127472,0
ENSG00000162543,0
ENSG00000236963,0
ENSG00000162545,0
ENSG00000090432,4
ENSG00000183114,0
ENSG00000158828,4
ENSG00000117242,0
ENSG00000244038,4
ENSG00000117245,0
ENSG00000189410,0
ENSG00000127483,0
ENSG00000075151,2
ENSG00000233072,0
ENSG00000235112,0
ENSG00000117298,0
ENSG00000142794,0
ENSG00000162551,0
ENSG00000076864,7
ENSG00000090686,0
ENSG00000142798,0
ENSG00000218510,0
ENSG00000070831,1
ENSG00000230068,0
ENSG00000271428,0
ENSG00000271840,0
ENSG00000162552,0
ENSG00000184677,0
ENSG00000070886,0
ENSG00000173372,11
ENSG00000159189,11
ENSG00000173369,11
ENSG00000133216,0
ENSG00000272796,0
ENSG00000004487,4
ENSG00000169641,0
ENSG00000229010,0
ENSG00000261326,0
ENSG00000125944,1
ENSG00000125945,0
ENSG00000249087,0
ENSG00000204219,0
ENSG00000088280,0
ENSG00000117318,0
ENSG00000142676,0
ENSG00000011007,0
ENSG00000236810,0
ENSG00000057757,1
ENSG00000011009,0
ENSG00000117308,0
ENSG00000117305,0
ENSG00000179163,1
ENSG00000189266,8
ENSG00000188529,1
ENSG00000185436,0
ENSG00000001460,0
ENSG00000001461,9
ENSG00000117602,9
ENSG00000133226,0
ENSG00000169504,10
ENSG00000117614,0
ENSG00000117616,0
ENSG00000187010,0
ENSG00000183726,1
ENSG00000188672,0
ENSG00000204178,1
ENSG00000157978,3
ENSG00000117643,3
ENSG00000233478,1
ENSG00000162430,0
ENSG00000117640,0
ENSG00000127423,0
ENSG00000182749,0
ENSG00000117632,2
ENSG00000158006,0
ENSG00000158008,5
ENSG00000175087,1
ENSG00000142675,0
ENSG00000130695,3
ENSG00000142669,0
ENSG00000158062,7
ENSG00000117682,0
ENSG00000225891,0
ENSG00000198830,0
ENSG00000117676,3
ENSG00000117713,0
ENSG00000060642,0
ENSG00000204160,0
ENSG00000142751,0
ENSG00000198746,0
ENSG00000090273,0
ENSG00000253368,2
ENSG00000090020,5
ENSG00000142784,5
ENSG00000243659,0
ENSG00000186501,0
ENSG00000142733,0
ENSG00000181773,0
ENSG00000158195,10
ENSG00000126705,5
ENSG00000000938,0
ENSG00000126709,0
ENSG00000009780,0
ENSG00000117758,1
ENSG00000117751,0
ENSG00000130775,3
ENSG00000117748,0
ENSG00000158156,0
ENSG00000158161,0
ENSG00000228589,0
ENSG00000169403,11
ENSG00000126698,0
ENSG00000130770,1
ENSG00000130766,0
ENSG00000130772,0
ENSG00000204138,0
ENSG00000180198,0
ENSG00000242125,0
ENSG00000200087,0
ENSG00000180098,0
ENSG00000197989,0
ENSG00000120656,0
ENSG00000162419,0
ENSG00000198492,1
ENSG00000116329,0
ENSG00000226852,0
ENSG00000159023,0
ENSG00000253304,0
ENSG00000116350,0
ENSG00000116353,0
ENSG00000060656,0
ENSG00000186056,3
ENSG00000162511,11
ENSG00000162512,0
ENSG00000134644,1
ENSG00000084628,0
ENSG00000060688,0
ENSG00000121766,1
ENSG00000121769,4
ENSG00000142910,0
ENSG00000162517,4
ENSG00000235790,0
ENSG00000084636,3
ENSG00000121753,5
ENSG00000269967,0
ENSG00000184007,3
ENSG00000212673,0
ENSG00000228634,0
ENSG00000121774,0
ENSG00000203325,0
ENSG00000121775,5
ENSG00000025800,4
ENSG00000084652,0
ENSG00000160050,0
ENSG00000160051,0
ENSG00000222046,0
ENSG00000160055,0
ENSG00000084623,4
ENSG00000220785,3
ENSG00000116478,10
ENSG00000175130,3
ENSG00000162526,0
ENSG00000225828,0
ENSG00000160058,0
ENSG00000273274,0
ENSG00000160062,0
ENSG00000176261,0
ENSG00000162521,1
ENSG00000162520,0
ENSG00000162522,9
ENSG00000134684,4
ENSG00000116497,0
ENSG00000160097,0
ENSG00000121905,7
ENSG00000121900,0
ENSG00000116514,0
ENSG00000004455,3
ENSG00000236065,0
ENSG00000142920,0
ENSG00000116525,3
ENSG00000160094,0
ENSG00000270115,0
ENSG00000134686,0
ENSG00000222112,0
ENSG00000121903,0
ENSG00000121904,1
ENSG00000176256,0
ENSG00000231163,0
ENSG00000163866,0
ENSG00000188910,0
ENSG00000187513,0
ENSG00000230163,0
ENSG00000116544,5
ENSG00000241014,0
ENSG00000163867,0
ENSG00000197056,0
ENSG00000116560,0
ENSG00000146463,1
ENSG00000229994,0
ENSG00000227409,0
ENSG00000142687,4
ENSG00000236274,0
ENSG00000020129,7
ENSG00000239636,0
ENSG00000116819,0
ENSG00000126067,0
ENSG00000142686,4
ENSG00000092853,0
ENSG00000134698,0
ENSG00000092847,0
ENSG00000271914,0
ENSG00000126070,0
ENSG00000271554,0
ENSG00000116863,0
ENSG00000171812,0
ENSG00000054116,4
ENSG00000116871,0
ENSG00000054118,0
ENSG00000214193,8
ENSG00000142694,0
ENSG00000116883,0
ENSG00000196182,0
ENSG00000181817,0
ENSG00000116885,0
ENSG00000116898,1
ENSG00000119535,11
ENSG00000163873,0
ENSG00000163875,2
ENSG00000163877,0
ENSG00000163879,0
ENSG00000134697,0
ENSG00000116922,4
ENSG00000134690,0
ENSG00000183317,0
ENSG00000185090,0
ENSG00000196449,4
ENSG00000197982,0
ENSG00000188786,0
ENSG00000204084,0
ENSG00000183431,4
ENSG00000183386,0
ENSG00000183520,1
ENSG00000185668,0
ENSG00000224592,0
ENSG00000116954,1
ENSG00000228436,0
ENSG00000214114,0
ENSG00000158315,3
ENSG00000174574,1
ENSG00000168653,4
ENSG00000127603,0
ENSG00000255103,0
ENSG00000183682,0
ENSG00000182109,0
ENSG00000243970,0
ENSG00000090621,0
ENSG00000163909,0
ENSG00000116981,0
ENSG00000116983,0
ENSG00000084072,0
ENSG00000116985,0
ENSG00000043514,0
ENSG00000116990,0
ENSG00000168389,0
ENSG00000131236,1
ENSG00000131238,0
ENSG00000117000,0
ENSG00000259943,0
ENSG00000084073,1
ENSG00000049089,3
ENSG00000084070,4
ENSG00000187801,0
ENSG00000260920,0
ENSG00000187815,0
ENSG00000164002,0
ENSG00000117010,0
ENSG00000117016,0
ENSG00000272145,0
ENSG00000066136,0
ENSG00000117013,5
ENSG00000179862,0
ENSG00000171793,0
ENSG00000171790,1
ENSG00000010803,0
ENSG00000204060,0
ENSG00000127124,0
ENSG00000230638,0
ENSG00000198815,1
ENSG00000177181,2
ENSG00000066185,0
ENSG00000127125,1
ENSG00000186409,0
ENSG00000171960,1
ENSG00000065978,0
ENSG00000117385,0
ENSG00000164008,0
ENSG00000228452,0
ENSG00000177868,1
ENSG00000164010,0
ENSG00000164011,0
ENSG00000117394,0
ENSG00000227533,0
ENSG00000117395,1
ENSG00000243710,0
ENSG00000179178,3
ENSG00000066056,0
ENSG00000066322,3
ENSG00000159479,0
ENSG00000229431,0
ENSG00000198198,0
ENSG00000178922,0
ENSG00000142949,5
ENSG00000066135,0
ENSG00000236200,0
ENSG00000126091,0
ENSG00000237950,0
ENSG00000117408,3
ENSG00000132768,0
ENSG00000117410,4
ENSG00000117411,0
ENSG00000159214,0
ENSG00000196517,3
ENSG00000178028,0
ENSG00000117419,4
ENSG00000233602,0
ENSG00000187147,0
ENSG00000126106,0
ENSG00000198520,0
ENSG00000142945,0
ENSG00000142937,0
ENSG00000173846,0
ENSG00000222009,0
ENSG00000117425,0
ENSG00000070785,1
ENSG00000126107,0
ENSG00000126088,4
ENSG00000162415,0
ENSG00000132781,0
ENSG00000132773,0
ENSG00000070759,3
ENSG00000236624,0
ENSG00000132763,0
ENSG00000117450,0
ENSG00000117448,4
ENSG00000132780,3
ENSG00000159588,0
ENSG00000159592,8
ENSG00000225447,0
ENSG00000234329,0
ENSG00000159596,1
ENSG00000197429,0
ENSG00000230896,0
ENSG00000086015,5
ENSG00000117461,0
ENSG00000085998,0
ENSG00000171357,0
ENSG00000085999,0
ENSG00000132128,0
ENSG00000173660,1
ENSG00000117481,0
ENSG00000117480,0
ENSG00000269956,0
ENSG00000079277,0
ENSG00000142961,0
ENSG00000123472,1
ENSG00000159658,10
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225506,0
ENSG00000162365,0
ENSG00000162367,11
ENSG00000226252,0
ENSG00000123473,0
ENSG00000162368,1
ENSG00000117834,0
ENSG00000132122,10
ENSG00000224986,0
ENSG00000235105,0
ENSG00000186094,0
ENSG00000162373,0
ENSG00000229846,0
ENSG00000225623,0
ENSG00000237478,0
ENSG00000215887,0
ENSG00000227839,0
ENSG00000162374,2
ENSG00000237337,0
ENSG00000271782,0
ENSG00000185104,0
ENSG00000225767,0
ENSG00000230585,0
ENSG00000123080,0
ENSG00000123091,1
ENSG00000233406,0
ENSG00000085831,0
ENSG00000085832,1
ENSG00000232027,0
ENSG00000117859,10
ENSG00000078618,1
ENSG00000266993,0
ENSG00000169213,0
ENSG00000117862,1
ENSG00000198841,0
ENSG00000134717,1
ENSG00000157077,2
ENSG00000228407,0
ENSG00000223429,0
ENSG00000154222,0
ENSG00000134748,0
ENSG00000134744,0
ENSG00000116157,0
ENSG00000162377,4
ENSG00000162378,2
ENSG00000121310,0
ENSG00000230953,0
ENSG00000116171,1
ENSG00000174348,0
ENSG00000157184,0
ENSG00000162384,0
ENSG00000162385,0
ENSG00000270172,0
ENSG00000157193,0
ENSG00000232762,0
ENSG00000225675,0
ENSG00000174332,0
ENSG00000058804,1
ENSG00000058799,1
ENSG00000211452,0
ENSG00000081870,0
ENSG00000116212,0
ENSG00000272091,1
ENSG00000116209,1
ENSG00000116205,3
ENSG00000212670,0
ENSG00000248835,0
ENSG00000215883,0
ENSG00000116221,4
ENSG00000157216,0
ENSG00000198711,0
ENSG00000162390,0
ENSG00000162391,0
ENSG00000271723,0
ENSG00000184313,0
ENSG00000243725,0
ENSG00000162396,0
ENSG00000116133,0
ENSG00000162402,0
ENSG00000162407,6
ENSG00000162409,1
ENSG00000187889,0
ENSG00000173406,0
ENSG00000227935,0
ENSG00000226759,0
ENSG00000229887,0
ENSG00000235038,0
ENSG00000162600,0
ENSG00000162601,0
ENSG00000177606,0
ENSG00000234807,0
ENSG00000232453,0
ENSG00000172456,0
ENSG00000134709,0
ENSG00000134716,10
ENSG00000226476,0
ENSG00000231252,6
ENSG00000162599,0
ENSG00000270742,0
ENSG00000237853,0
ENSG00000162604,8
ENSG00000132849,0
ENSG00000132854,3
ENSG00000162607,8
ENSG00000116641,6
ENSG00000132855,0
ENSG00000269624,0
ENSG00000235545,0
ENSG00000125703,9
ENSG00000088035,0
ENSG00000142856,0
ENSG00000203965,0
ENSG00000116652,0
ENSG00000079739,0
ENSG00000185483,0
ENSG00000158966,6
ENSG00000162437,0
ENSG00000162434,0
ENSG00000226891,0
ENSG00000185031,0
ENSG00000272506,0
ENSG00000265996,0
ENSG00000162433,6
ENSG00000116675,2
ENSG00000229294,0
ENSG00000234144,0
ENSG00000116678,0
ENSG00000213625,0
ENSG00000184588,10
ENSG00000227466,3
ENSG00000118473,2
ENSG00000264720,0
ENSG00000248458,0
ENSG00000152760,0
ENSG00000152763,0
ENSG00000198160,1
ENSG00000116704,0
ENSG00000081985,0
ENSG00000142864,8
ENSG00000116717,0
ENSG00000172380,0
ENSG00000232284,6
ENSG00000162595,0
ENSG00000116729,6
ENSG00000234383,0
ENSG00000024526,0
ENSG00000033122,0
ENSG00000270615,0
ENSG00000240692,0
ENSG00000229359,0
ENSG00000237919,0
ENSG00000066557,1
ENSG00000116754,0
ENSG00000118454,1
ENSG00000197568,0
ENSG00000116761,0
ENSG00000050628,0
ENSG00000132485,1
ENSG00000229956,0
ENSG00000172260,2
ENSG00000231985,0
ENSG00000228853,0
ENSG00000233994,0
ENSG00000162620,0
ENSG00000254685,0
ENSG00000116783,0
ENSG00000259030,0
ENSG00000237324,0
ENSG00000162621,0
ENSG00000178965,2
ENSG00000116791,0
ENSG00000162623,1
ENSG00000137968,0
ENSG00000224493,0
ENSG00000117054,1
ENSG00000181227,0
ENSG00000137955,0
ENSG00000057468,0
ENSG00000184005,10
ENSG00000226415,0
ENSG00000117069,0
ENSG00000230498,0
ENSG00000142892,1
ENSG00000226084,0
ENSG00000154027,2
ENSG00000233099,0
ENSG00000036549,9
ENSG00000077254,1
ENSG00000180488,1
ENSG00000219201,0
ENSG00000235613,0
ENSG00000162614,0
ENSG00000162613,0
ENSG00000162616,0
ENSG00000137960,0
ENSG00000122420,0
ENSG00000137959,0
ENSG00000137965,0
ENSG00000162618,0
ENSG00000117114,0
ENSG00000227288,0
ENSG00000236676,0
ENSG00000215875,0
ENSG00000233008,0
ENSG00000137941,9
ENSG00000233061,3
ENSG00000271576,0
ENSG00000142875,1
ENSG00000203943,0
ENSG00000117133,1
ENSG00000174021,0
ENSG00000122432,0
ENSG00000117151,0
ENSG00000117155,2
ENSG00000171517,6
ENSG00000097096,0
ENSG00000162642,1
ENSG00000142867,0
ENSG00000223653,0
ENSG00000153904,6
ENSG00000142871,0
ENSG00000117174,9
ENSG00000171502,0
ENSG00000122417,0
ENSG00000016602,3
ENSG00000261737,0
ENSG00000097033,8
ENSG00000183291,1
ENSG00000153936,0
ENSG00000267734,0
ENSG00000225568,0
ENSG00000267272,0
ENSG00000143013,2
ENSG00000237505,0
ENSG00000065243,8
ENSG00000241975,0
ENSG00000137947,1
ENSG00000137944,0
ENSG00000213516,8
ENSG00000117226,0
ENSG00000117228,0
ENSG00000162645,0
ENSG00000162654,0
ENSG00000225492,0
ENSG00000197147,2
ENSG00000231999,3
ENSG00000230735,0
ENSG00000171488,0
ENSG00000171492,9
ENSG00000162664,9
ENSG00000233593,0
ENSG00000122482,9
ENSG00000162669,0
ENSG00000097046,0
ENSG00000069702,6
ENSG00000172031,2
ENSG00000189195,0
ENSG00000069712,2
ENSG00000273487,0
ENSG00000203910,0
ENSG00000174842,1
ENSG00000122484,0
ENSG00000067208,1
ENSG00000229992,0
ENSG00000225505,0
ENSG00000122406,0
ENSG00000154511,1
ENSG00000229052,0
ENSG00000143033,0
ENSG00000117500,8
ENSG00000122483,0
ENSG00000223745,0
ENSG00000117505,1
ENSG00000137942,0
ENSG00000137936,6
ENSG00000224093,0
ENSG00000260464,0
ENSG00000067334,1
ENSG00000023909,0
ENSG00000198691,0
ENSG00000137962,0
ENSG00000117528,8
ENSG00000117525,6
ENSG00000235565,0
ENSG00000224081,0
ENSG00000143036,6
ENSG00000117519,6
ENSG00000235501,0
ENSG00000172339,0
ENSG00000152078,0
ENSG00000231992,0
ENSG00000226026,0
ENSG00000122481,0
ENSG00000228852,0
ENSG00000228971,0
ENSG00000137970,0
ENSG00000117569,9
ENSG00000188641,9
ENSG00000228057,0
ENSG00000235777,0
ENSG00000270911,0
ENSG00000269998,0
ENSG00000259946,0
ENSG00000225206,0
ENSG00000162627,1
ENSG00000117598,2
ENSG00000117600,2
ENSG00000099260,0
ENSG00000162688,0
ENSG00000117620,8
ENSG00000261254,0
ENSG00000156875,1
ENSG00000156876,0
ENSG00000122435,9
ENSG00000122477,0
ENSG00000137992,1
ENSG00000224616,0
ENSG00000137996,1
ENSG00000079335,6
ENSG00000234332,0
ENSG00000181656,0
ENSG00000162692,0
ENSG00000162694,2
ENSG00000162695,0
ENSG00000230946,0
ENSG00000117543,0
ENSG00000233184,0
ENSG00000170989,6
ENSG00000183298,0
ENSG00000118733,2
ENSG00000271277,0
ENSG00000162699,0
ENSG00000060718,0
ENSG00000185946,0
ENSG00000240038,0
ENSG00000198890,2
ENSG00000162631,0
ENSG00000134215,6
ENSG00000085491,0
ENSG00000162636,2
ENSG00000162639,1
ENSG00000134186,0
ENSG00000116266,9
ENSG00000228076,0
ENSG00000121957,10
ENSG00000121940,9
ENSG00000085433,2
ENSG00000244716,0
ENSG00000197780,1
ENSG00000215717,1
ENSG00000270066,0
ENSG00000179902,0
ENSG00000116299,0
ENSG00000031698,1
ENSG00000143126,5
ENSG00000134222,3
ENSG00000221986,0
ENSG00000134243,3
ENSG00000143106,1
ENSG00000143028,0
ENSG00000162650,0
ENSG00000174151,7
ENSG00000181754,4
ENSG00000156097,0
ENSG00000065135,8
ENSG00000225113,0
ENSG00000134183,0
ENSG00000116337,7
ENSG00000168765,0
ENSG00000213366,0
ENSG00000134201,0
ENSG00000134202,0
ENSG00000184371,10
ENSG00000168710,6
ENSG00000143093,4
ENSG00000258634,0
ENSG00000197106,7
ENSG00000227091,0
ENSG00000235526,0
ENSG00000116396,5
ENSG00000162775,0
ENSG00000168679,0
ENSG00000273373,0
ENSG00000224699,0
ENSG00000134248,0
ENSG00000177301,2
ENSG00000259834,0
ENSG00000177272,0
ENSG00000143119,0
ENSG00000261654,0
ENSG00000232811,0
ENSG00000121931,0
ENSG00000156171,8
ENSG00000134255,8
ENSG00000162777,0
ENSG00000173947,0
ENSG00000085465,0
ENSG00000260948,0
ENSG00000233337,0
ENSG00000243960,0
ENSG00000116455,0
ENSG00000116459,1
ENSG00000143110,0
ENSG00000121933,11
ENSG00000116473,9
ENSG00000215867,0
ENSG00000197852,0
ENSG00000064703,1
ENSG00000171385,0
ENSG00000232558,0
ENSG00000237556,0
ENSG00000231437,0
ENSG00000143079,0
ENSG00000134245,0
ENSG00000007341,0
ENSG00000116489,1
ENSG00000238975,0
ENSG00000155363,0
ENSG00000155366,0
ENSG00000155367,0
ENSG00000155380,0
ENSG00000226419,0
ENSG00000236066,0
ENSG00000238198,0
ENSG00000198799,3
ENSG00000081026,2
ENSG00000232499,0
ENSG00000116793,0
ENSG00000081019,1
ENSG00000134242,0
ENSG00000188761,0
ENSG00000134262,0
ENSG00000118655,0
ENSG00000235527,0
ENSG00000163349,0
ENSG00000116774,0
ENSG00000134207,0
ENSG00000197323,1
ENSG00000225650,0
ENSG00000116752,1
ENSG00000175984,0
ENSG00000213281,1
ENSG00000009307,1
ENSG00000052723,1
ENSG00000134198,0
ENSG00000173218,0
ENSG00000118729,0
ENSG00000177551,3
ENSG00000228127,0
ENSG00000163393,3
ENSG00000163399,2
ENSG00000203865,0
ENSG00000116815,0
ENSG00000143061,0
ENSG00000134247,0
ENSG00000134256,0
ENSG00000116830,0
ENSG00000134253,0
ENSG00000198162,1
ENSG00000183508,0
ENSG00000196505,1
ENSG00000065183,1
ENSG00000155761,0
ENSG00000092607,0
ENSG00000116874,1
ENSG00000231365,0
ENSG00000116882,0
ENSG00000203859,0
ENSG00000232780,0
ENSG00000203858,0
ENSG00000235595,0
ENSG00000187481,0
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000203855,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000092621,10
ENSG00000134250,6
ENSG00000273131,0
ENSG00000223345,0
ENSG00000230806,0
ENSG00000171943,0
ENSG00000269996,0
ENSG00000227082,1
ENSG00000231752,0
ENSG00000230255,0
ENSG00000234978,0
ENSG00000232745,0
ENSG00000232274,0
ENSG00000230850,0
ENSG00000225278,0
ENSG00000185044,0
ENSG00000223804,0
ENSG00000196369,0
ENSG00000236943,0
ENSG00000225241,1
ENSG00000215861,0
ENSG00000168614,0
ENSG00000254539,0
ENSG00000178104,0
ENSG00000255148,0
ENSG00000254913,0
ENSG00000222788,0
ENSG00000268172,0
ENSG00000272755,3
ENSG00000252656,0
ENSG00000223380,1
ENSG00000213240,6
ENSG00000163386,6
ENSG00000233396,0
ENSG00000117289,0
ENSG00000121851,0
ENSG00000181039,7
ENSG00000234222,0
ENSG00000152022,0
ENSG00000131795,8
ENSG00000211451,0
ENSG00000131779,4
ENSG00000143127,0
ENSG00000198483,0
ENSG00000131788,0
ENSG00000186364,0
ENSG00000186141,4
ENSG00000121848,1
ENSG00000117281,0
ENSG00000174827,0
ENSG00000117262,0
ENSG00000152042,0
ENSG00000227733,0
ENSG00000232637,0
ENSG00000239475,0
ENSG00000186275,0
ENSG00000234225,0
ENSG00000131791,0
ENSG00000237188,0
ENSG00000131781,0
ENSG00000271721,0
ENSG00000180867,0
ENSG00000226015,0
ENSG00000131778,9
ENSG00000116128,0
ENSG00000162836,0
ENSG00000143140,0
ENSG00000188092,0
ENSG00000226335,0
ENSG00000227700,0
ENSG00000272824,0
ENSG00000122497,0
ENSG00000203832,0
ENSG00000243452,0
ENSG00000203827,0
ENSG00000232527,0
ENSG00000206737,0
ENSG00000223779,0
ENSG00000226067,0
ENSG00000235999,0
ENSG00000269501,0
ENSG00000239903,0
ENSG00000150337,11
ENSG00000203814,0
ENSG00000261716,0
ENSG00000184678,0
ENSG00000184260,6
ENSG00000184270,0
ENSG00000178096,0
ENSG00000159164,7
ENSG00000143368,0
ENSG00000014914,0
ENSG00000163113,3
ENSG00000136631,1
ENSG00000023902,0
ENSG00000143401,0
ENSG00000118298,3
ENSG00000117362,0
ENSG00000118292,0
ENSG00000159208,0
ENSG00000187145,1
ENSG00000117360,0
ENSG00000163125,0
ENSG00000143374,0
ENSG00000143369,0
ENSG00000143382,0
ENSG00000143384,0
ENSG00000143420,2
ENSG00000143457,0
ENSG00000163131,11
ENSG00000143387,0
ENSG00000143437,0
ENSG00000143379,0
ENSG00000143418,3
ENSG00000143412,3
ENSG00000143409,3
ENSG00000143363,0
ENSG00000143443,0
ENSG00000197622,0
ENSG00000213190,2
ENSG00000143458,0
ENSG00000143434,5
ENSG00000163154,0
ENSG00000163155,4
ENSG00000163156,4
ENSG00000163159,4
ENSG00000143398,0
ENSG00000159352,4
ENSG00000143373,0
ENSG00000143393,0
ENSG00000143390,0
ENSG00000143416,6
ENSG00000159377,4
ENSG00000143442,0
ENSG00000143375,3
ENSG00000143367,0
ENSG00000143376,2
ENSG00000159409,5
ENSG00000178796,0
ENSG00000143436,1
ENSG00000143450,0
ENSG00000182134,0
ENSG00000203288,0
ENSG00000225556,0
ENSG00000234614,0
ENSG00000196407,0
ENSG00000159445,0
ENSG00000197747,0
ENSG00000163191,11
ENSG00000159450,0
ENSG00000237975,0
ENSG00000197915,0
ENSG00000143631,0
ENSG00000143520,0
ENSG00000197956,0
ENSG00000188643,0
ENSG00000189171,0
ENSG00000160678,0
ENSG00000160679,0
ENSG00000143553,0
ENSG00000143621,4
ENSG00000143624,0
ENSG00000143554,0
ENSG00000143614,0
ENSG00000223599,0
ENSG00000198837,5
ENSG00000160741,0
ENSG00000143570,0
ENSG00000143578,0
ENSG00000143543,4
ENSG00000272654,0
ENSG00000143545,0
ENSG00000177954,0
ENSG00000143552,0
ENSG00000143549,1
ENSG00000264384,0
ENSG00000143612,1
ENSG00000143569,0
ENSG00000143575,4
ENSG00000143515,0
ENSG00000160712,0
ENSG00000169291,0
ENSG00000160714,4
ENSG00000160716,7
ENSG00000160710,0
ENSG00000143603,6
